ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,744 valid responses,363,300,90,20,14,9,60,48,6,102,49,28,7,301,205,105,33,22,17,8,234,87,74,52,36,12,11,42,15,12,,,,,,,,,,,,,,,,,,,,,
750,2,3,1,2,8,1,3,MW,3,Keeping up with the trends and ensuring that we are providing what employers want.  We need to make sure that we are giving our students a background in both science and technology which will allow them to be successful not only with their knowledge but hw to apply what they have learned.,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1,4,2,4,1,5,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1,3,1,4,1,2,2,MW,4,"As an educator at a very small institution (<1000 students), the numbers served could be seen as not warranting the necessary investment. My institution would likely need to partner with another institution to even consider meaningful incorporation of bionformatics content.",,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1,3,3,4,3,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2,3,1,4,3,1,1,WE,9,Competency of the instructors (like myself) who may understand the importance of bioinformatics but have been out of school for awhile and have little training in modern methods.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2,3,1,2,1,1,1,WE,9,"Faculty knowlege, comfort and background",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1,2,1,4,3,2,1,WE,9,"time to train professors.ability to train professors.ability to incorporate into older professor's classroomsfundingIT supportcomputing support",1,1,1,,,,1,1,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1,1,2,4,2,3,1,WE,9,Getting biology student to learn how to use basic computing skills and their quantitative skill development.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,2,2,1,2,8,1,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2,2,1,2,2,1,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,2,3,1,2,2,1,1,SO,7,"At a two-year institution that serves a lot of health-science programs, a big challenge is getting attention for general biology classes and making them up-to-date.  A combination of lack of attention from the administration together with faculty inertia,especially among older full-time faculty who tend to squash ideas from younger faculty, prevent including many recent innovations in biology, including bioinformatics.  A lack of training of all faculty in bioinformatics may also be part of the problem.  lus, I think we underestimate our students' ability to understand these techniques.",1,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
763,2,3,1,2,3,1,1,WE,9,The steep learning curve of the software for students.  I worked in the computer industry for 15 years--the software is not intuitive enough for a brief overview. This relegates it to Major Biology only which only has about 40 students each year.  I do no teach this class but am involved in the overall biology program at CCC.,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1,3,2,4,2,5,3,MW,4,"Students limited background in mathematics and computer science.  Most of them are comfortable with technology, but their use of computers is primarily for word processing, communication, and entertainment.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,1,2,2,4,2,2,1,MW,3,Time to fit into curriculum,1,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1,3,1,4,2,2,2,MW,3,"Keeping up with the changes to programs and searchesFunding at an institutional level",1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,1,3,1,4,8,3,2,MW,3,"1. No time; too much else to do. This is especially true for the levels of competency you suggested in that list, which would take more than one course to acquire.2. No qualified people want the job. We put it in all our adds as a preferred but not neessary qualification. No one we get ever has it. People who can really do informatics generally: a) don't want to teach undergrads; and, b) can make a lot of money elsewhere.3. It's less important than most of what else we do because the majority of or grads are not going on into research. I think it's good to show them where information comes from, and I do have them search genbank and use Cn3D in one class, as well as look at alignments. But making them, knowing the algorithms? That's just not necesary for the vast majority of our students, especially if it means taking away from another core competency.",1,1,1,,,,,,,,,,,1,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,2,2,1,4,3,1,1,NE,2,Lack of interest in mathematics.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,1,2,1,4,3,3,1,SO,7,Lack of faculty expertise in the rapidly changing disciplines of genomics/bioinformatics and related technologies; lack of choice of curricula that can be successfully implemented in introductory or advanced courses.,1,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1,3,2,4,8,2,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1,3,2,4,2,3,1,WE,8,I believe it's that faculty at our institution face daunting teaching loads: 15 contact hours per semester in a 2-semester academic year.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1,3,2,4,1,3,1,WE,8,"A lack of background knowledge and flexibility in the curriculum due to decreasing numbers of hours to degree. Also, students coming in to university deficient in mathematics and computer skills extend the time to degree, and this makes a degree in bioinfrmatics intimidating and less appealing.",,,,,,,,,,,,,,1,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1,2,2,4,8,2,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1,3,1,4,3,2,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1,1,2,4,2,2,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1,3,1,4,2,2,1,NE,1,Resources- Change is so rapid in this field- if I teach a class every other year-- I have to fully update the labs to work with the new websites.,1,,1,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,2,3,1,2,3,1,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1,2,1,4,3,2,1,SO,5,Weak math skills which translate to weak statistics understanding; not curious,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,2,3,1,4,8,1,1,SO,5,"Poor student comprehension of the importance of the field. Students are scared off by the ideas of ""computation"" and ""bioinformatics"", so registration will be low.There is also a relatively high preparedness barrier for these classes.",,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,2,3,2,4,8,1,1,SO,5,"computational savvyness,  limited training,  inability to undertand the vocabulary.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1,2,2,4,3,2,3,SO,7,Learning curve for faculty who have not had bioinformatics in their background and the learning curve for the students to accomplish much in a 3 hour lab.,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1,3,1,4,2,2,3,MW,4,"Lack of space in the curriculum.  We cannot add anymore courses, and existing courses already have high content loads, so it's a challenge to build in new (or very different) content.Lack of computational skills among students.  Despite repeated refernce to current students being ""digital natives"", most students have no functional knowledge of computers or programs beyond their handful of favorite apps on their phone.  It's a constant source of surprise given how ubiquitous computers are in their live.  For example, many students have no idea what the difference is between ""the internet"", ""an internet browser"", ""a server"", and other commonly used terms.  When the one thing they know how to do fails, many students have no idea how to work around it (e.., trying a different browser if an assigned activity doesn't work in their usual one).  I know that the students are capable of a lot, but the lack of experience and interest in anything computational is a large hurdle.  Many bioinformatics procedure are very button-click activities that allow students to follow directions without deeply thinking about material.  This is the part that I struggle with most in developing activities, because I want them to connect to the concepts we're covering and not ust blindly report direct results (e.g., reporting an E-value without giving any thought to what that means biologically).",,,,,,,,,,,,,,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1,3,2,4,3,2,3,MW,4,"getting the older faculty teaching courses such as genetics, cell biology, biochemistry to update curriculum that will incorporate these tools.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1,1,2,4,8,5,1,MW,4,Math phobia/avoidance in students.,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1,3,3,4,4,3,2,MW,3,learning programming language and access to bioinformatics software,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,2,2,4,2,2,3,MW,4,"For me, it is lack of knowledge and familiarity. I have no formal training in it.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2,3,1,3,1,1,3,SO,5,Students come in to the life sciences under-prepared in math.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1,2,2,4,2,2,3,NE,2,"Computer literacy beyond standard ""Office"" and web browsing tasks. Often, students seem to be afraid of ""computer programming"" and fail to understand the connection between basic items (links, icons, file structures, commands, etc.) isn't the stuff of moves and that many bioinformatics programs/task do not require extensive coding knowledge.",,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2,3,2,2,1,1,1,MW,3,Lack of training by some instructors and lack of software/hardware resources at the college,1,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2,2,1,4,8,1,3,SO,7,New knowledge for aging professors,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2,3,1,2,2,1,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,2,3,2,2,2,1,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2,3,1,2,9,1,3,MW,3,Not many people know what bioinformatics is.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1,2,1,4,2,2,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,3,#NULL!,1,2,8,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1,3,1,4,3,2,2,MW,3,Student buy-in; faculty knowledge and ability to stay current.,1,1,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2,3,1,4,9,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1,4,1,1,8,4,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2,3,1,4,2,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1,3,1,4,2,3,3,SO,7,"lack of training for professors, lack of interest amongst students",1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,3,1,4,3,3,1,NE,1,Lack of infrastructure.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1,3,3,4,6,2,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1,3,1,4,1,2,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1,1,2,4,3,2,2,NE,2,"Weak/declining quantitative skills among undergraduates, unwillingness to persevere if something is ""too hard""",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1,3,1,4,2,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2,3,1,4,1,1,1,SO,7,"Lack of training for faculty. I would love to integrate this into my Majors classes and introduce it to my Non Majors esp those going into Math, Engineering and Comp. Sci.",1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2,3,1,2,3,1,1,SO,7,"As an open enrollment institution, the level of student preparedness is a challenge.Additionally, instructor bioinformatics training and professional development budgeting.",1,1,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1,3,1,4,8,5,1,WE,8,"Time and support. We have to teach a lot of classes that are all important for the basis of a Life Sciences degree and it is often not possible to add another component. Also, we have little IT support and none of them are familiar with bioinformatics.",1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
822,1,3,1,4,1,5,2,SO,5,We have not been trained.  I am an ecologist and so would appreciate some training so I can use bioinformatics in my class.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2,3,1,4,2,1,1,WE,9,need more training ourselves and time to develop new curricula,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2,3,2,2,8,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1,1,1,4,3,2,2,NE,1,"training, time for new curricular development/initiatives, technical support",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
826,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2,2,2,2,8,1,3,MW,4,lack of comfort with the programs/tools used and the ever changing programs/tools used,1,1,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1,1,2,4,2,2,3,SO,5,"Computer access for students DURING lecture/lab.  Lack of general computer literacy (other than using Microsoft Office and ""surfing"", tweeting, facebooking, etc.)",,,,,,,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,3,2,4,2,4,1,SO,5,To get them to focus and commit,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2,3,1,4,1,1,1,WE,8,"Limited time - what course or topic gets removed from the curriculum to be replaced with bioinformatics?  A decision of the individual institution, of course, but important.  Also, limited knowledge of those of of us teaching will prevent/delay additionof this topic.",1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1,2,2,4,8,5,2,SO,5,Keeping up with new online tools and programs.,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1,1,1,4,2,2,3,NE,2,Lack of faculty to teach the topic in a small school (very few have any background).,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,3,#NULL!,1,4,8,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1,3,3,4,2,3,2,NE,2,Space in the curriculum,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1,2,1,4,3,4,2,SO,5,time and money,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1,3,2,4,8,3,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2,3,1,4,2,1,3,MW,3,"Training, continuing education, access to different platforms",1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1,3,1,4,2,3,2,SO,5,dinosaurs like me who aren't well trained in it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2,3,2,4,1,1,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1,4,2,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1,1,1,4,2,2,3,SO,6,It intimidates students.,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1,2,2,4,3,2,2,WE,9,"access to adequate computing resources, training for educators",1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2,3,2,2,3,1,1,WE,9,establishing STEM  pre-requisites to bioinformatics,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2,2,2,4,9,1,1,WE,9,Availability of bioinformatics lab activities geared for an introductory level.,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
847,2,3,1,4,1,1,1,WE,9,Time to cover all subjects since new things are discovered daily,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,2,3,1,2,8,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1,2,1,4,3,2,1,NE,2,"More faculty knowing and having access to lessons that can be used in courses. Need for more biology faculty training on effective teaching and learning practices involving bioinformatics.  Availability of professional training workshops.",1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
851,2,2,2,4,2,1,1,WE,9,Creation of introductory curriculum for a class.,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2,2,1,2,8,1,1,MW,3,"Simply the amount of time in a general course like ours to cover this material, as well as some technical snafus of getting online resources running on our heavily-locked-down computers",1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
853,1,3,1,4,2,3,3,SO,6,Under-prepared students.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1,3,1,4,2,#NULL!,#NULL!,SO,6,"Available computing technology, adequate training",1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1,2,1,4,4,3,3,SO,5,I have trouble recruiting students to my upper level course due to,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1,2,2,4,2,2,2,NE,2,"Institutional investment in what are currently rather ""low draw"" programs",,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
857,1,3,1,4,3,2,3,NE,2,"Lack of time/money/expertise to train in new/recent competencies, techniques, and concepts.",1,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1,2,2,4,8,4,2,MW,4,Inadequate quantitative/mathematical preparation.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1,2,2,4,3,3,2,NE,2,Finding time to fit it into the curriculum.,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1,4,2,4,8,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1,1,2,4,2,4,2,WE,8,Using many processors to deal with big data.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,1,3,1,4,8,5,1,SO,7,Faculty do not necessarily have the training and/or resources to incorporate cutting edge activities and skills into the curriculum. Our curricula are often 10 years behind the current advances in science especially when it comes to molecular biology and ioinformatics .,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1,3,1,4,3,3,1,SO,7,Incoming level of math competency!,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1,3,1,4,3,2,2,MW,3,"No formal training/background in the discipline. This makes it incredibly challenging and intimidating to build a course. Therefore, we simply keep saying ""yeah we need a course like that"", and never do it.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1,3,2,4,2,3,3,MW,4,Faculty training primarily.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1,3,2,4,1,3,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,2,3,2,2,2,5,1,WE,9,People confusing computational biology with bioinformatics.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1,2,1,4,3,2,3,NE,2,"FundingTraining of facultyIT support by institution",1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
870,1,3,1,4,2,2,2,MW,3,Showing students it is important to their training-students are quite unfamiliar with computers (not counting texting/facebook/Microsoft Word).  and don't like to learn something brand new,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2,2,2,4,3,1,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,#NULL!,#NULL!,3,5,1,5,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,1,3,2,4,1,5,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1,3,2,4,2,3,1,MW,3,catch-up training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2,2,2,2,3,1,1,SO,7,"at the community college level, we are encouraged to pass 70% of our students. We are also using a lot of adjuncts. There is a problem with grade inflation and a lack of rigor. Simple bioinformatics requires a type of systematic thinking that is not taugh well at the K-12 anymore.",1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2,3,2,2,1,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,1,4,2,4,2,3,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1,3,2,2,4,4,1,WE,8,"At least for my current department, it seems that teaching bioinformatics is treated as a specialization that no one faculty member has and would be able to teach comfortably at the moment. However, it is not necessary that bioinformatics or any other quatitative skills  taught be stuffed into a single or series of courses. At all levels and in all sub-disciplines, it appears that faculty want students to employ different computational skills, so it may be a better policy to attempt to incorporate these troughout existing courses. Students would then be able to put into practice the skills and information they are learning. As usual, the challenge of time and talent seems to be a major hurdle to incorporating bioinformatics concepts.",1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
